segment_id,file_id,segment_index,segment_code_type,segment_code_number,segment_label_id,file_label_id,beginning_index,segment_length,binary_data_path,original_path
3786,72,0,C,1,15,5,1511518,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3787,72,0,L,1,32,5,1503326,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3793,72,0,L,7,32,5,1454174,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3794,72,0,L,8,32,5,1445982,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3797,72,0,L,11,32,5,1421406,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3808,72,0,R,10,32,5,1593438,8192,00000072.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250328_161929_250V_3654mA_experiment_4_92
3973,76,0,C,1,32,6,987856,524288,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
3978,76,0,C,1,32,6,1217232,65536,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
3979,76,0,L,1,32,6,1151696,65536,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
3983,76,0,L,5,32,6,889552,65536,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4002,76,0,R,12,32,6,2003664,65536,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4003,76,0,C,1,32,6,1245904,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4011,76,0,L,8,32,6,1180368,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4016,76,0,R,1,32,6,1254096,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4018,76,0,R,3,32,6,1270480,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4019,76,0,R,4,32,6,1278672,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4026,76,0,R,11,32,6,1336016,8192,00000076.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202747_250V_3654mA_experiment_3_91
4136,79,0,C,1,15,5,1282549,524288,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4140,79,0,C,1,15,5,1511925,65536,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4152,79,0,L,12,32,5,725493,65536,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4158,79,0,R,6,32,5,1905141,65536,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4165,79,0,C,1,15,5,1540597,8192,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4182,79,0,R,5,32,5,1581557,8192,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4187,79,0,R,10,32,5,1622517,8192,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4189,79,0,R,12,32,5,1638901,8192,00000079.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170809_250V_3654mA_experiment_6_94
4565,87,0,C,1,15,5,1282650,524288,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4568,87,0,R,1,32,5,1806938,524288,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4569,87,0,C,1,15,5,1512026,65536,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4572,87,0,L,3,32,5,1315418,65536,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4580,87,0,L,11,32,5,791130,65536,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4594,87,0,C,1,15,5,1540698,8192,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4595,87,0,L,1,32,5,1532506,8192,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4611,87,0,R,5,32,5,1581658,8192,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4616,87,0,R,10,32,5,1622618,8192,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
4618,87,0,R,12,32,5,1639002,8192,00000087.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250404_170220_250V_3654mA_experiment_8_85
5152,98,0,C,1,32,6,987856,524288,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5157,98,0,C,1,32,6,1217232,65536,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5158,98,0,L,1,32,6,1151696,65536,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5166,98,0,L,9,32,6,627408,65536,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5178,98,0,R,9,32,6,1807056,65536,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5182,98,0,C,1,32,6,1245904,8192,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5189,98,0,L,7,32,6,1188560,8192,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5194,98,0,L,12,32,6,1147600,8192,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5197,98,0,R,3,32,6,1270480,8192,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5199,98,0,R,5,32,6,1286864,8192,00000098.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171256_200V_2325mA_experiment_1_23
5259,100,0,C,1,15,5,1007675,524288,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5261,100,0,L,2,32,5,0,524288,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5263,100,0,C,1,15,5,1237051,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5268,100,0,L,5,32,5,909371,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5270,100,0,L,7,32,5,778299,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5274,100,0,L,11,32,5,516155,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5277,100,0,R,2,32,5,1368123,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5279,100,0,R,4,32,5,1499195,65536,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5287,100,0,C,1,15,5,1265723,8192,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5294,100,0,L,7,32,5,1208379,8192,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5300,100,0,R,1,32,5,1273915,8192,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5302,100,0,R,3,32,5,1290299,8192,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5307,100,0,R,8,32,5,1331259,8192,00000100.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_203447_300V_3488mA_experiment_4_103
5578,106,0,C,1,32,6,987856,524288,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5583,106,0,C,1,32,6,1217232,65536,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5587,106,0,L,4,32,6,955088,65536,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5598,106,0,R,3,32,6,1413840,65536,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5601,106,0,R,6,32,6,1610448,65536,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5603,106,0,R,8,32,6,1741520,65536,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5608,106,0,C,1,32,6,1245904,8192,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5614,106,0,L,6,32,6,1196752,8192,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5619,106,0,L,11,32,6,1155792,8192,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5620,106,0,L,12,32,6,1147600,8192,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5623,106,0,R,3,32,6,1270480,8192,00000106.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_202044_250V_3654mA_experiment_3_80
5844,111,0,C,1,15,5,1257019,524288,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5845,111,0,L,1,32,5,732731,524288,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5847,111,0,R,1,32,5,1781307,524288,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5848,111,0,C,1,15,5,1486395,65536,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5856,111,0,L,8,32,5,962107,65536,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5870,111,0,R,10,32,5,2141755,65536,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5873,111,0,C,1,15,5,1515067,8192,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5882,111,0,L,9,32,5,1441339,8192,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5891,111,0,R,6,32,5,1564219,8192,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
5897,111,0,R,12,32,5,1613371,8192,00000111.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_171739_200V_2325mA_experiment_8_30
6060,115,0,C,1,32,6,987856,524288,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6063,115,0,R,1,32,6,1512144,524288,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6065,115,0,C,1,32,6,1217232,65536,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6076,115,0,L,11,32,6,496336,65536,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6079,115,0,R,2,32,6,1348304,65536,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6090,115,0,C,1,32,6,1245904,8192,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6093,115,0,L,3,32,6,1221328,8192,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6094,115,0,L,4,32,6,1213136,8192,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6114,115,0,R,12,32,6,1344208,8192,00000115.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_200416_250V_2906mA_experiment_8_52
6380,121,0,C,1,15,5,1282194,524288,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6384,121,0,C,1,15,5,1511570,65536,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6385,121,0,L,1,32,5,1446034,65536,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6388,121,0,L,4,32,5,1249426,65536,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6396,121,0,L,12,32,5,725138,65536,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6400,121,0,R,4,32,5,1773714,65536,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6409,121,0,C,1,15,5,1540242,8192,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6425,121,0,R,4,32,5,1573010,8192,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
6433,121,0,R,12,32,5,1638546,8192,00000121.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250402_170436_200V_2325mA_experiment_10_10
7933,152,0,C,1,15,5,1010944,524288,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7937,152,0,C,1,15,5,1240320,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7938,152,0,L,1,32,5,1174784,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7941,152,0,L,4,32,5,978176,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7944,152,0,L,7,32,5,781568,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7951,152,0,R,2,32,5,1371392,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7958,152,0,R,9,32,5,1830144,65536,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7961,152,0,C,1,15,5,1268992,8192,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7968,152,0,L,7,32,5,1211648,8192,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7978,152,0,R,5,32,5,1309952,8192,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7979,152,0,R,6,32,5,1318144,8192,00000152.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_210252_300V_4385mA_experiment_10_153
7986,153,0,C,1,15,5,1007133,524288,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
7990,153,0,C,1,15,5,1236509,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
7994,153,0,L,4,32,5,974365,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
7998,153,0,L,8,32,5,712221,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8003,153,0,R,1,32,5,1302045,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8004,153,0,R,2,32,5,1367581,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8007,153,0,R,5,32,5,1564189,65536,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8014,153,0,C,1,15,5,1265181,8192,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8018,153,0,L,4,32,5,1232413,8192,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8029,153,0,R,3,32,5,1289757,8192,00000153.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250326_204601_300V_4385mA_experiment_2_123
8197,157,0,C,1,15,5,1286914,524288,00000157.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250327_234154_200V_2325mA_experiment_4_4
8201,157,0,C,1,15,5,1516290,65536,00000157.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250327_234154_200V_2325mA_experiment_4_4
8222,157,0,R,9,32,5,2106114,65536,00000157.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250327_234154_200V_2325mA_experiment_4_4
8226,157,0,C,1,15,5,1544962,8192,00000157.npy,/Volumes/ArcData/V3_raw_data/transient_negative_test/20250327_234154_200V_2325mA_experiment_4_4
